dataset,condition,method,variant,classifier,method_key,seed,alpha,n_calib,n_train,n_test,n_test_null,n_test_alt,p_floor,bh_min_rank,in_matched_frame,frame_exact_match_frozen,jitter_scale,frac_unique_test_scores,max_tied_block,n_discoveries,realized_fdr,power,score_auroc,clf_partition_auc
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,3,0.1,2900,2000,10100,9350,750,0.0003447087211306446,35,True,False,0.0,0.9864356435643564,3,756,0.007936507936507936,1.0,1.0,0.5800652722772277
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,3,0.1,2900,2000,10100,9350,750,0.0003447087211306446,35,True,False,0.0,0.996039603960396,2,666,0.11711711711711711,0.784,0.9903982887700534,0.5453336138613861
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,3,0.1,2900,2000,10100,9350,750,0.0003447087211306446,35,True,False,0.0,0.9875247524752475,3,755,0.006622516556291391,1.0,1.0,0.5801461138613861
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,4,0.1,2860,2000,10140,9390,750,0.0003495281370150297,36,True,False,0.0,0.9987179487179487,2,828,0.09420289855072464,1.0,0.9999971600993965,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,4,0.1,2860,2000,10140,9390,750,0.0003495281370150297,36,True,False,0.0,0.995956607495069,2,828,0.09420289855072464,1.0,0.9999971600993965,0.5477700936883629
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,4,0.1,2860,2000,10140,9390,750,0.0003495281370150297,36,True,False,0.0,0.9899408284023669,3,759,0.011857707509881422,1.0,1.0,0.5764464743589743
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,4,0.1,2860,2000,10140,9390,750,0.0003495281370150297,36,True,False,0.0,0.9964497041420118,2,681,0.11600587371512482,0.8026666666666666,0.988753496627618,0.5524165927021696
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,4,0.1,2860,2000,10140,9390,750,0.0003495281370150297,36,True,False,0.0,0.9904339250493097,3,763,0.01703800786369594,1.0,1.0,0.5787245315581854
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,5,0.1,2813,2000,10187,9437,750,0.00035536602700781805,37,True,False,0.0,0.9988220280749975,3,821,0.08647990255785627,1.0,0.9999884143972307,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,5,0.1,2813,2000,10187,9437,750,0.00035536602700781805,37,True,False,0.0,0.9960734269166585,3,821,0.08647990255785627,1.0,0.9999884143972307,0.5405056935309709
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,5,0.1,2813,2000,10187,9437,750,0.00035536602700781805,37,True,False,0.0,0.9904780602728969,3,767,0.02216427640156454,1.0,1.0,0.5886152940021596
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,5,0.1,2813,2000,10187,9437,750,0.00035536602700781805,37,True,False,0.0,0.9941101403749877,3,749,0.09479305740987984,0.904,0.9964654021405107,0.5455328114263277
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,5,0.1,2813,2000,10187,9437,750,0.00035536602700781805,37,True,False,0.0,0.9913615392166487,3,768,0.0234375,1.0,1.0,0.5884722931186807
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,6,0.1,2886,2000,10114,9364,750,0.00034638032559750607,36,True,False,0.0,0.9977259244611429,2,825,0.09090909090909091,1.0,0.9999876121315677,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,6,0.1,2886,2000,10114,9364,750,0.00034638032559750607,36,True,False,0.0,0.9947597389756773,2,825,0.09090909090909091,1.0,0.9999876121315677,0.5352853717619142
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,6,0.1,2886,2000,10114,9364,750,0.00034638032559750607,36,True,False,0.0,0.9910025706940874,3,756,0.007936507936507936,1.0,1.0,0.5813673373541626
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,6,0.1,2886,2000,10114,9364,750,0.00034638032559750607,36,True,False,0.0,0.9969349416650188,2,609,0.06568144499178982,0.7586666666666667,0.9897439128577531,0.5566446015424165
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,6,0.1,2886,2000,10114,9364,750,0.00034638032559750607,36,True,False,0.0,0.9918924263397271,4,756,0.007936507936507936,1.0,1.0,0.581541625469646
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,7,0.1,2908,2000,10092,9342,750,0.00034376074252320387,35,True,False,0.0,0.9980182322631788,2,817,0.08200734394124846,1.0,0.9999995718261614,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,7,0.1,2908,2000,10092,9342,750,0.00034376074252320387,35,True,False,0.0,0.9957391993658343,2,817,0.08200734394124846,1.0,0.9999995718261614,0.5393252328577091
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,7,0.1,2908,2000,10092,9342,750,0.00034376074252320387,35,True,False,0.0,0.9897938961553706,3,769,0.0247074122236671,1.0,1.0,0.5815729290527151
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,7,0.1,2908,2000,10092,9342,750,0.00034376074252320387,35,True,False,0.0,0.9956401109789933,2,662,0.0755287009063444,0.816,0.9937587954042675,0.5493436880697582
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,7,0.1,2908,2000,10092,9342,750,0.00034376074252320387,35,True,False,0.0,0.9902893380895759,3,760,0.013157894736842105,1.0,1.0,0.581995293301625
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,8,0.1,2867,2000,10133,9383,750,0.0003486750348675035,36,True,False,0.0,0.9985196881476365,2,854,0.12177985948477751,1.0,0.9999988631922981,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,8,0.1,2867,2000,10133,9383,750,0.0003486750348675035,36,True,False,0.0,0.9958551268133821,2,854,0.12177985948477751,1.0,0.9999988631922981,0.5378652669495707
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,8,0.1,2867,2000,10133,9383,750,0.0003486750348675035,36,True,False,0.0,0.9906246916016974,3,759,0.011857707509881422,1.0,1.0,0.5759822609296359
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,8,0.1,2867,2000,10133,9383,750,0.0003486750348675035,36,True,False,0.0,0.9948682522451396,2,617,0.06807131280388978,0.7666666666666667,0.991415538740275,0.5428893466890359
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,8,0.1,2867,2000,10133,9383,750,0.0003486750348675035,36,True,False,0.0,0.9913155037994671,3,760,0.013157894736842105,1.0,1.0,0.5759042484950163
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,9,0.1,2848,2000,10152,9402,750,0.000351000351000351,36,True,False,0.0,0.9984239558707644,2,812,0.07635467980295567,1.0,0.999992342054882,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,9,0.1,2848,2000,10152,9402,750,0.000351000351000351,36,True,False,0.0,0.9946808510638298,2,812,0.07635467980295567,1.0,0.999992342054882,0.5288123276201734
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,9,0.1,2848,2000,10152,9402,750,0.000351000351000351,36,True,False,0.0,0.9872931442080378,4,763,0.01703800786369594,1.0,1.0,0.5908511869582348
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,9,0.1,2848,2000,10152,9402,750,0.000351000351000351,36,True,False,0.0,0.9967494089834515,2,698,0.1017191977077364,0.836,0.9926303623342552,0.5453944789204098
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,9,0.1,2848,2000,10152,9402,750,0.000351000351000351,36,True,False,0.0,0.9863081166272656,4,773,0.029754204398447608,1.0,1.0,0.5921143124507486
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,10,0.1,2910,2000,10090,9340,750,0.00034352456200618345,35,True,False,0.0,0.9979187314172447,2,800,0.0625,1.0,0.9999981441827266,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,10,0.1,2910,2000,10090,9340,750,0.00034352456200618345,35,True,False,0.0,0.9942517343904856,2,800,0.0625,1.0,0.9999981441827266,0.5202499008919722
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,10,0.1,2910,2000,10090,9340,750,0.00034352456200618345,35,True,False,0.0,0.9905847373637264,3,759,0.011857707509881422,1.0,1.0,0.5818093161546085
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,10,0.1,2910,2000,10090,9340,750,0.00034352456200618345,35,True,False,0.0,0.9965312190287413,2,702,0.08831908831908832,0.8533333333333334,0.9936214132762312,0.5461857532210109
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,10,0.1,2910,2000,10090,9340,750,0.00034352456200618345,35,True,False,0.0,0.9905847373637264,4,756,0.007936507936507936,1.0,1.0,0.5855009415262636
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,11,0.1,2972,2000,10028,9278,750,0.0003363605785401951,34,True,False,0.0,0.9984044674910252,2,794,0.055415617128463476,1.0,0.9999880721419846,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,11,0.1,2972,2000,10028,9278,750,0.0003363605785401951,34,True,False,0.0,0.9959114479457519,2,794,0.055415617128463476,1.0,0.9999880721419846,0.5311145542481053
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,11,0.1,2972,2000,10028,9278,750,0.0003363605785401951,34,True,False,0.0,0.9925209413641803,3,771,0.027237354085603113,1.0,1.0,0.5856340496609493
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,11,0.1,2972,2000,10028,9278,750,0.0003363605785401951,34,True,False,0.0,0.9964100518548066,2,653,0.06125574272588055,0.8173333333333334,0.9929402888553568,0.5610994714798564
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,11,0.1,2972,2000,10028,9278,750,0.0003363605785401951,34,True,False,0.0,0.9923214998005584,3,771,0.027237354085603113,1.0,1.0,0.5864124202233746
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,12,0.1,2858,2000,10142,9392,750,0.0003497726477789437,36,True,False,0.0,0.9984224018931177,2,809,0.07292954264524104,1.0,0.9999994321408291,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,12,0.1,2858,2000,10142,9392,750,0.0003497726477789437,36,True,False,0.0,0.9953658055610334,2,809,0.07292954264524104,1.0,0.9999994321408291,0.532125
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,12,0.1,2858,2000,10142,9392,750,0.0003497726477789437,36,True,False,0.0,0.9896470124235851,2,763,0.01703800786369594,1.0,1.0,0.5855831443502267
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,12,0.1,2858,2000,10142,9392,750,0.0003497726477789437,36,True,False,0.0,0.9953658055610334,2,698,0.05873925501432665,0.876,0.9963834469051676,0.5432068379017945
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,12,0.1,2858,2000,10142,9392,750,0.0003497726477789437,36,True,False,0.0,0.9900414119503057,3,762,0.015748031496062992,1.0,1.0,0.5862490386511536
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,13,0.1,2817,2000,10183,9433,750,0.00035486160397445,37,True,False,0.0,0.9987233624668566,2,823,0.08869987849331713,1.0,0.9999963249584791,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,13,0.1,2817,2000,10183,9433,750,0.00035486160397445,37,True,False,0.0,0.9955808700775802,2,823,0.08869987849331713,1.0,0.9999963249584791,0.5207144751055681
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,13,0.1,2817,2000,10183,9433,750,0.00035486160397445,37,True,False,0.0,0.9904743199450063,3,757,0.009247027741083224,1.0,1.0,0.5747947805165472
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,13,0.1,2817,2000,10183,9433,750,0.00035486160397445,37,True,False,0.0,0.9963664931748993,2,693,0.09090909090909091,0.84,0.9936900950563624,0.5558927869979378
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,13,0.1,2817,2000,10183,9433,750,0.00035486160397445,37,True,False,0.0,0.9880192477658843,3,762,0.015748031496062992,1.0,1.0,0.5822994942551311
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,14,0.1,2800,2000,10200,9450,750,0.0003570153516601214,37,True,False,0.0,0.9980392156862745,2,829,0.09529553679131483,1.0,0.9999929453262787,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,14,0.1,2800,2000,10200,9450,750,0.0003570153516601214,37,True,False,0.0,0.995,3,829,0.09529553679131483,1.0,0.9999929453262787,0.532448431372549
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,14,0.1,2800,2000,10200,9450,750,0.0003570153516601214,37,True,False,0.0,0.9916666666666667,3,765,0.0196078431372549,1.0,1.0,0.5838024019607844
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,14,0.1,2800,2000,10200,9450,750,0.0003570153516601214,37,True,False,0.0,0.9965686274509804,2,774,0.1343669250645995,0.8933333333333333,0.9937214814814814,0.547238774509804
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,14,0.1,2800,2000,10200,9450,750,0.0003570153516601214,37,True,False,0.0,0.9912745098039216,3,767,0.02216427640156454,1.0,1.0,0.5875241666666666
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,15,0.1,2911,2000,10089,9339,750,0.00034340659340659343,35,True,False,0.0,0.9983149965308752,2,846,0.11347517730496454,1.0,0.9999970018203234,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,15,0.1,2911,2000,10089,9339,750,0.00034340659340659343,35,True,False,0.0,0.9946476360392507,2,846,0.11347517730496454,1.0,0.9999970018203234,0.5287398651997225
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,15,0.1,2911,2000,10089,9339,750,0.00034340659340659343,35,True,False,0.0,0.9892952720785013,3,765,0.0196078431372549,1.0,1.0,0.581465903459213
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,15,0.1,2911,2000,10089,9339,750,0.00034340659340659343,35,True,False,0.0,0.9965308752106254,2,665,0.09473684210526316,0.8026666666666666,0.9905228968126495,0.5538623748637129
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,15,0.1,2911,2000,10089,9339,750,0.00034340659340659343,35,True,False,0.0,0.9909802755476261,3,755,0.006622516556291391,1.0,1.0,0.5837114183764496
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,16,0.1,2981,2000,10019,9269,750,0.00033534540576794097,34,True,False,0.0,0.999001896396846,2,830,0.0963855421686747,1.0,0.9999982738159456,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,16,0.1,2981,2000,10019,9269,750,0.00033534540576794097,34,True,False,0.0,0.995508533785807,2,830,0.0963855421686747,1.0,0.9999982738159456,0.5392837359017866
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,16,0.1,2981,2000,10019,9269,750,0.00033534540576794097,34,True,False,0.0,0.9887214292843597,3,760,0.013157894736842105,1.0,1.0,0.5846022058089629
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,16,0.1,2981,2000,10019,9269,750,0.00033534540576794097,34,True,False,0.0,0.9953089130651762,3,729,0.11248285322359397,0.8626666666666667,0.994356169309886,0.551576255115281
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,16,0.1,2981,2000,10019,9269,750,0.00033534540576794097,34,True,False,0.0,0.9904182054097215,3,753,0.00398406374501992,1.0,1.0,0.5855622317596566
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,17,0.1,2858,2000,10142,9392,750,0.0003497726477789437,36,True,False,0.0,0.9985210017747979,2,799,0.06132665832290363,1.0,0.9999981544576945,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,17,0.1,2858,2000,10142,9392,750,0.0003497726477789437,36,True,False,0.0,0.9956616052060737,2,799,0.06132665832290363,1.0,0.9999981544576945,0.5423901104318675
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,17,0.1,2858,2000,10142,9392,750,0.0003497726477789437,36,True,False,0.0,0.9907316111220666,3,767,0.02216427640156454,1.0,1.0,0.5777212334845199
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,17,0.1,2858,2000,10142,9392,750,0.0003497726477789437,36,True,False,0.0,0.9961546046144745,2,698,0.07020057306590258,0.8653333333333333,0.9952669647927314,0.5482367629658844
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,17,0.1,2858,2000,10142,9392,750,0.0003497726477789437,36,True,False,0.0,0.991717609938868,4,764,0.01832460732984293,1.0,1.0,0.5777076760007888
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,18,0.1,2894,2000,10106,9356,750,0.0003454231433506045,35,True,False,0.0,0.9982188798733426,2,808,0.07178217821782178,1.0,0.9999998574889554,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,18,0.1,2894,2000,10106,9356,750,0.0003454231433506045,35,True,False,0.0,0.9959430041559469,2,808,0.07178217821782178,1.0,0.9999998574889554,0.5344295715416584
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,18,0.1,2894,2000,10106,9356,750,0.0003454231433506045,35,True,False,0.0,0.9931723728478132,4,759,0.011857707509881422,1.0,1.0,0.5738191915693648
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,18,0.1,2894,2000,10106,9356,750,0.0003454231433506045,35,True,False,0.0,0.9952503463289135,2,713,0.10378681626928471,0.852,0.9928262790366253,0.5461951810805462
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,18,0.1,2894,2000,10106,9356,750,0.0003454231433506045,35,True,False,0.0,0.9916881060755987,3,763,0.01703800786369594,1.0,1.0,0.5757294429052048
synthetic,adversarial,ours_matched,none,none,ours_matched_none_adversarial,19,0.1,2903,2000,10097,9347,750,0.0003443526170798898,35,True,False,0.0,0.9982172922650292,2,868,0.1359447004608295,1.0,0.9999982882208195,
synthetic,adversarial,adadetect,score1d,logreg,adadetect_score1d_adversarial,19,0.1,2903,2000,10097,9347,750,0.0003443526170798898,35,True,False,0.0,0.9948499554323066,2,868,0.1359447004608295,1.0,0.9999982882208195,0.5326222640388234
synthetic,adversarial,adadetect,embed,logreg,adadetect_embed_adversarial,19,0.1,2903,2000,10097,9347,750,0.0003443526170798898,35,True,False,0.0,0.9907893433693176,3,767,0.02216427640156454,1.0,1.0,0.5750904476577201
synthetic,adversarial,adadetect,feat,logreg,adadetect_feat_adversarial,19,0.1,2903,2000,10097,9347,750,0.0003443526170798898,35,True,False,0.0,0.9953451520253541,3,642,0.07476635514018691,0.792,0.9927232267037552,0.5446335050014856
synthetic,adversarial,adadetect,embed_score,logreg,adadetect_embed_score_adversarial,19,0.1,2903,2000,10097,9347,750,0.0003443526170798898,35,True,False,0.0,0.991680697236803,3,766,0.020887728459530026,1.0,1.0,0.5765493215806675
